id,year,grid,midden,locx,locy,sex,taglft,tagrt,squirrel_id,Date,obs,width,length,no_quad,total_new,total_old,total_cones,area_quad,total_newopen,total_newclosed,experiment,new_squirrel_id,date,midden_area,midden_cones
2980,2023,KL,O.2,O.5,2,F,M7935,M7936,25290,2023-09-17 00:00:00,NKH,3.9,6.5,8,9,2259,2268,0.09,,,,,2023-09-17T06:00:00Z,19.9098434421253,62716.0068426947
2981,2023,KL,O.2.,O.5,2.5,F,M9976,M9977,25823,2023-09-17 00:00:00,NKH,3.8,5.5,8,6,898,904,0.09,,,,,2023-09-17T06:00:00Z,16.4148216150067,20609.720472175
3024,2023,KL,-512,-5,12,M,M6875,M6874,24835,2023-09-22 00:00:00,NKH,6.4,8,8,0,701,701,0.09,,,,,2023-09-22T06:00:00Z,40.2123859659494,39151.2257807368
3025,2023,KL,-310,-3,10,M,M8361,M8362,100049,2023-09-21 00:00:00,NKH,4.9,9.1,8,2,1046,1048,0.09,,,,,2023-09-21T06:00:00Z,35.0209041058922,50974.8715319098
3026,2023,KL,-114,-1,14.5,M,M8360,M8361,100050,2023-09-21 00:00:00,NKH,4.9,5.8,8,4,242,246,0.09,,,,,2023-09-21T06:00:00Z,22.3210158037555,7626.34706628312
3027,2023,KL,-59,-5,9,M,M8409,M9852,25704,2023-09-14 00:00:00,BLS,7.35,6.6,8,3,3198,3201,0.09,,,,,2023-09-14T06:00:00Z,38.0996649064102,169384.760229749
3028,2023,KL,-55,-5,5,M,M9749,M9750,25838,2023-09-22 00:00:00,NKH,1.6,3.2,8,2,11,13,0.09,,,,,2023-09-22T06:00:00Z,4.02123859659494,72.6056968829641
3029,2023,KL,-53,-5,3,M,M9347,M9348,100187,2023-09-22 00:00:00,NKH,4.4,5.9,8,0,102,102,0.09,,,,,2023-09-22T06:00:00Z,20.3889363217978,2888.43264558802
3030,2023,KL,-14,-1,4,M,M8487,M8488,100232,2023-09-19 00:00:00,NKH,4.1,8.1,8,11,116,127,0.09,,,,,2023-09-19T06:00:00Z,26.0830730064293,4600.76426641183
3031,2023,KL,-8.12,-8.5,12,M,-,M9239,25583,2023-09-21 00:00:00,SB,5.1,7.6,8,0,2368,2368,0.09,,,,,2023-09-21T06:00:00Z,30.4420328132851,100120.463474804
3032,2023,KL,-7.6,-7.5,6,M,F7100,M6225,25982,2023-09-21 00:00:00,SB,5.1,6.5,8,2,2143,2145,0.09,,,,,2023-09-21T06:00:00Z,26.0359491166254,77565.4317432799
3033,2023,KL,-6.9,-6.5,9,M,M9147,M9148,25992,2023-09-14 00:00:00,BLS,4.2,5.5,8,22,340,362,0.09,,,,,2023-09-14T06:00:00Z,18.1426975744811,9121.74516939186
3034,2023,KL,-4.1,4.5,10,M,M8674,M8675,100262,2023-09-21 00:00:00,SB,4.7,6,8,0,176,176,0.09,,,,,2023-09-21T06:00:00Z,22.148228207808,5414.01133968641
3035,2023,KL,5,0,5.5,M,M9972,M9973,26032,2023-09-19 00:00:00,NKH,5.7,9.3,8,0,1656,1656,0.09,,,,,2023-09-19T06:00:00Z,41.6339566416987,95758.1002759071
3036,2023,KL,-7.12.,-7.5,12.5,M,M9137,M9138,25974,2023-09-21 00:00:00,SB,4.5,6.2,8,0,2348,2348,0.09,,,,,2023-09-21T06:00:00Z,21.9126087587888,71459.4518967168
3037,2023,KL,A3.,A.0,3.5,M,M9306,M9307,25488,2023-09-16 00:00:00,NKH,6.7,6.8,8,3,709,712,0.09,,,,,2023-09-16T06:00:00Z,35.7827403243877,35385.1543207834
3038,2023,KL,A8,A.0,8,M,M9176,M9177,25973,2023-09-20 00:00:00,SB,4.2,6.9,8,10,1727,1737,0.09,,,,,2023-09-20T06:00:00Z,22.7608387752581,54910.5235453101
3039,2023,KL,B.10.,B.5,10.5,M,M7649,M7650,25558,2023-09-20 00:00:00,NKH,4.8,8.3,8,0,1067,1067,0.09,,,,,2023-09-20T06:00:00Z,31.2902628297543,46370.431165761
3040,2023,KL,C.17,C.5,17,M,M8353,M8354,25422,2023-09-20 00:00:00,NKH,3.5,7,8,0,1294,1294,0.09,,,,,2023-09-20T06:00:00Z,19.2422550032375,34582.6082974851
3041,2023,KL,C.5,C.5,5,M,S6550 ,M7642,25751,2023-09-16 00:00:00,NKH,3.9,5.7,8,1,182,183,0.09,,,,,2023-09-16T06:00:00Z,17.4594011723253,4437.59779796601
3042,2023,KL,C8.,C.0,8.5,M,M9153,S6549,25975,2023-09-20 00:00:00,NKH,2.1,3.8,8,0,155,155,0.09,,,,,2023-09-20T06:00:00Z,6.26747734391164,1349.24859486987
3043,2023,KL,D.5.,D.5,5.5,M,M9168,M9169,26022,2023-09-16 00:00:00,NKH,6.8,9,8,9,411,420,0.09,,,,,2023-09-16T06:00:00Z,48.0663675999238,28038.7144332889
3044,2023,KL,D7,D.0,7,M,S6073,S6074,100247,2023-09-16 00:00:00,NKH,5.2,7.8,8,0,810,810,0.09,,,,,2023-09-16T06:00:00Z,31.8557495074005,35837.7181958256
3045,2023,KL,E1,E.0,1,M,-,M9373,25437,2023-09-18 00:00:00,NKH,7.1,7.5,8,7,2351,2358,0.09,,,,,2023-09-18T06:00:00Z,41.8224522009141,136968.530957994
3046,2023,KL,E11,E.0,11,M,M6221,M6222,26018,2023-09-18 00:00:00,NKH,5.8,7.3,8,0,316,316,0.09,,,,,2023-09-18T06:00:00Z,33.253758238248,14594.7050045644
3047,2023,KL,E15,E.0,15,M,M7645,M8420,25555,2023-09-18 00:00:00,NKH,3.5,5.4,8,0,1370,1370,0.09,,,,,2023-09-18T06:00:00Z,14.8440252882118,28244.8814511807
3048,2023,KL,F18.,F.0,18.5,M,-,M7055,25098,2023-09-19 00:00:00,SB,5.3,11,8,33,1009,1042,0.09,,,,,2023-09-19T06:00:00Z,45.7887129260712,66266.4428735642
3049,2023,KL,H15,H.0,15,M,M8383,S6536,25487,2023-09-19 00:00:00,SB,5.3,6.2,8,11,1687,1698,0.09,,,,,2023-09-19T06:00:00Z,25.8081836492402,60864.2997727914
3050,2023,KL,H9,H.0,9,M,S6537,M9165,26024,2023-09-15 00:00:00,BLS,3.4,6.2,8,11,920,931,0.09,,,,,2023-09-15T06:00:00Z,16.5561932844182,21408.0777052686
3051,2023,KL,I19.,I.0,19.5,M,M9992,-,26023,2023-09-19 00:00:00,SB,2.8,3,8,0,170,170,0.09,,,,,2023-09-19T06:00:00Z,6.59734457253857,1557.70635740494
3052,2023,KL,I5,I.0,5,M,M7478,M7479,25737,2023-09-16 00:00:00,NKH,5,5.8,8,0,1802,1802,0.09,,,,,2023-09-16T06:00:00Z,22.776546738526,57004.6350316998
3053,2023,KL,J1,J.0,1,M,M7403,M7404,25767,2023-09-19 00:00:00,NKH,3.9,6.9,8,0,727,727,0.09,,,,,2023-09-19T06:00:00Z,21.1350645770253,21340.5443715242
3054,2023,KL,J14,J.0,14,M,M9955,M9956,25985,2023-09-19 00:00:00,NKH,5,7.4,8,0,820,820,0.09,,,,,2023-09-19T06:00:00Z,29.0597320457056,33095.8059409425
3055,2023,KL,K.15.,K.5,15.5,M,M8272,M8273,100068,2023-09-18 00:00:00,NKH,7,3.2,8,0,2,2,0.09,,,,,2023-09-18T06:00:00Z,17.5929188601028,48.8692190558412
3056,2023,KL,K13,K.0,13,M,M8253,M8254,100070,2023-09-21 00:00:00,SB,3.6,3.8,8,0,260,260,0.09,,,,,2023-09-21T06:00:00Z,10.7442468752771,3879.8669271834
3057,2023,KL,K17.,K.0,17.5,M,M9990,M9991,25987,2023-09-18 00:00:00,NKH,2.3,2.4,8,2,12,14,0.09,,,,,2023-09-18T06:00:00Z,4.33539786195391,84.2994028713261
3058,2023,KL,K6,K.0,6,M,M8366,M8367,100011,2023-09-18 00:00:00,NKH,4.4,5,8,15,311,326,0.09,,,,,2023-09-18T06:00:00Z,17.2787595947439,7823.43837206458
3059,2023,KL,L.1,L.5,1,M,M9615,M9616,100065,2023-09-19 00:00:00,NKH,3.2,7.7,8,0,50,50,0.09,,,,,2023-09-19T06:00:00Z,19.3522107461131,1343.90352403563
3060,2023,KL,M.15,M.5,15,M,M8668,M8669,100265,2023-09-17 00:00:00,NKH,4.4,7.6,8,0,533,533,0.09,,,,,2023-09-17T06:00:00Z,26.2637145840107,19442.4442684412
3061,2023,KL,O.8,O.5,8,M,M8483,M8484,100234,2023-09-18 00:00:00,NKH,3.8,6.1,8,2,2169,2171,0.09,,,,,2023-09-18T06:00:00Z,18.2055294275529,54894.7283155795
3062,2023,KL,O1,O.0,1,M,M6379,M7811,24033,2023-09-17 00:00:00,NKH,5.1,6.1,8,2,1702,1704,0.09,,,,,2023-09-17T06:00:00Z,24.4337368632946,57826.5105764639
3097,2023,KL,-612,-6,12,M,S6541,S6542,100272,2023-09-21 00:00:00,SB,3.8,4.1,8,0,241,241,0.09,,,,,2023-09-21T06:00:00Z,12.2365033857322,4095.82960550204
3098,2023,KL,-611,-6,11,M,M7635,M7636,25591,2023-09-21 00:00:00,SB,3.1,6.7,8,1,1793,1794,0.09,,,,,2023-09-21T06:00:00Z,16.312719853765,40645.8603022978
3099,2023,KL,-312,-3,12,M,S6939,S6940,100208,2023-09-22 00:00:00,NKH,2.7,2.8,8,0,1,1,0.09,,,,,2023-09-22T06:00:00Z,5.93761011528471,8.24668071567321
3100,2023,KL,-0.12,-0.5,12,F,S6535,M7661,25913,2023-09-20 00:00:00,NKH,2.6,2.7,8,0,56,56,0.09,,,,,2023-09-20T06:00:00Z,5.51349510705009,428.827397215007
3101,2023,KL,B2,B.0,2,M,M9332,M9333,100222,2023-09-16 00:00:00,NKH,4,5.2,8,1,53,54,0.09,,,,,2023-09-16T06:00:00Z,16.3362817986669,1225.22113490002
3102,2023,KL,F1,F.0,1,,S6538,S6539,100274,2023-09-15 00:00:00,NKH,6.6,8.1,8,0,105,105,0.09,,,,,2023-09-15T06:00:00Z,41.9873858152276,6123.16043138736
3103,2023,KL,G10.,G.0,10.5,F,M7963,M7964,25902,2023-09-19 00:00:00,SB,3.2,3.4,8,0,93,93,0.09,,,,,2023-09-19T06:00:00Z,8.54513201776424,1103.74621896121
3104,2023,KL,H1,H.0,1,F,M9630,M9631,100104,2023-09-15 00:00:00,NKH,4.75,6.3,8,0,164,164,0.09,,,,100104,2023-09-15T06:00:00Z,23.5030400396686,5353.47023125786
3105,2023,KL,H11,H.0,11,F,M7965,M7966,25899,2023-09-15 00:00:00,BLS,5.2,6.1,8,1,2073,2074,0.09,,,,,2023-09-15T06:00:00Z,24.9128297429671,71762.7901207135
3106,2023,KL,H6,H.0,6,F,M9695,M9696,100039,2023-09-15 00:00:00,BLS,2.2,2.6,8,0,48,48,0.09,,,,100039,2023-09-15T06:00:00Z,4.4924774946334,299.498499642227
3107,2023,KL,M10,M.0,10,F,S6272,S6273,100207,2023-09-15 00:00:00,BLS,3.4,3.9,8,0,1438,1438,0.09,,,,,2023-09-15T06:00:00Z,10.4143796466502,20799.8304609485
3108,2023,KL,M14,M.0,14,M,M9687,-,100052,2023-09-17 00:00:00,NKH,4.1,5.7,8,0,78,78,0.09,,,,,2023-09-17T06:00:00Z,18.3547550785984,1988.43180018149
